f,radius,time,bitstring_count
0.125000,10,0.009337,13
0.125000,10,0.006283,12
0.125000,10,0.006722,14
0.125000,10,0.006493,12
0.125000,10,0.006403,12
0.125000,10,0.006518,12
0.125000,10,0.006508,12
0.062500,10,0.009336,26
0.062500,10,0.007609,20
0.062500,10,0.006740,22
0.062500,10,0.007191,24
0.062500,10,0.006954,21
0.062500,10,0.008732,26
0.062500,10,0.007027,26
0.062500,10,0.009723,23
0.062500,10,0.006816,21
0.062500,10,0.007092,24
0.062500,10,0.007077,23
0.062500,10,0.006805,21
0.062500,10,0.007130,24
0.062500,10,0.040515,20
0.062500,10,0.007108,26
0.062500,10,0.006764,21
0.062500,10,0.006973,22
0.062500,10,0.007136,22
0.062500,10,0.041608,26
0.062500,10,0.009529,25
0.062500,10,0.006774,20
0.062500,10,0.006835,21
0.062500,10,0.006970,26
0.062500,10,0.006773,20
0.062500,10,0.006984,23
0.062500,10,0.007112,19
0.062500,10,0.009913,23
0.062500,10,0.007396,27
0.062500,10,0.007419,21
0.062500,10,0.006905,21
0.062500,10,0.007219,25
0.062500,10,0.007019,24
0.062500,10,0.006763,21
0.062500,10,0.009621,23
0.062500,10,0.008297,21
0.062500,10,0.006955,22
0.062500,10,0.006973,22
0.062500,10,0.006962,20
0.062500,10,0.006744,15
0.062500,10,0.006922,22
0.062500,10,0.010156,21
0.062500,10,0.006938,24
0.062500,10,0.007135,23
0.062500,10,0.006929,21
0.062500,10,0.007250,23
0.062500,10,0.009307,21
0.062500,10,0.036429,19
0.062500,10,0.007516,24
0.062500,10,0.007064,23
0.062500,10,0.006811,20
0.062500,10,0.006527,16
0.062500,10,0.007021,24
0.062500,10,0.037001,23
0.062500,10,0.006741,23
0.062500,10,0.007339,22
0.062500,10,0.006496,15
0.062500,10,0.007365,25
0.062500,10,0.006989,26
0.062500,10,0.006726,21
0.062500,10,0.009776,21
0.062500,10,0.006652,16
0.062500,10,0.040628,20
0.062500,10,0.007282,21
0.062500,10,0.007036,22
0.062500,10,0.007361,26
0.062500,10,0.009302,20
0.062500,10,0.007239,21
0.062500,10,0.007387,22
0.062500,10,0.006996,20
0.062500,10,0.007084,24
0.062500,10,0.007146,20
0.062500,10,0.006975,23
0.062500,10,0.009619,24
0.062500,10,0.006898,21
0.062500,10,0.006908,23
0.062500,10,0.006594,14
0.062500,10,0.006775,20
0.062500,10,0.007227,25
0.062500,10,0.006969,21
0.062500,10,0.018218,21
0.062500,10,0.007069,21
0.062500,10,0.006781,21
0.062500,10,0.006935,22
0.062500,10,0.006880,23
0.062500,10,0.007171,26
0.062500,10,0.042538,20
0.062500,10,0.007008,23
0.062500,10,0.006773,18
0.062500,10,0.006900,22
0.062500,10,0.006957,24
0.062500,10,0.006558,16
0.062500,10,0.007135,18
0.062500,10,0.009902,22
0.062500,10,0.006998,23
0.062500,10,0.007031,21
0.062500,10,0.007197,24
0.062500,10,0.007120,21
0.062500,10,0.007015,20
0.062500,10,0.006701,18
0.062500,10,0.009518,22
0.000000,10,0.202826,914
0.000000,10,0.178056,857
0.000000,10,0.601763,1660
0.000000,10,0.208561,937
0.000000,10,0.222506,973
0.000000,10,0.260297,1014
0.000000,10,0.219754,963
0.000000,10,0.200965,928
0.000000,10,0.200922,916
0.000000,10,0.191866,898
0.000000,10,0.237481,922
0.000000,10,0.182841,870
0.000000,10,0.213707,956
0.000000,10,0.159299,805
0.000000,10,0.307118,1152
0.000000,10,0.217212,871
0.000000,10,0.200818,914
0.000000,10,0.189304,892
0.000000,10,0.223904,976
0.000000,10,0.220022,962
0.000000,10,0.175702,843
0.000000,10,0.141371,753
0.000000,10,0.205226,931
0.000000,10,0.183417,863
0.000000,10,0.157837,809
0.000000,10,0.157746,796
0.000000,10,0.245206,1021
0.000000,10,0.295201,1133
0.000000,10,0.221960,965
0.000000,10,0.158038,802
0.000000,10,0.240581,1023
0.000000,10,0.202535,919
0.000000,10,0.148690,764
0.000000,10,0.191722,899
0.000000,10,0.180251,868
0.000000,10,0.208967,935
0.000000,10,0.181438,868
0.000000,10,0.168910,826
0.000000,10,0.308740,1162
0.000000,10,0.173680,856
0.000000,10,0.135717,732
0.000000,10,0.175691,853
0.000000,10,0.209310,939
0.000000,10,0.211399,843
0.000000,10,0.237004,1018
0.000000,10,0.197114,916
0.000000,10,0.153406,789
0.000000,10,0.208938,938
0.000000,10,0.210817,937
0.000000,10,0.228223,978
0.000000,10,0.302722,1156
0.000000,10,0.178705,864
0.000000,10,0.213261,955
0.000000,10,0.206688,939
0.000000,10,0.198355,908
0.000000,10,0.292789,1116
0.000000,10,0.189535,892
0.000000,10,0.224884,975
0.000000,10,0.186394,876
0.000000,10,0.178834,871
0.000000,10,0.243459,1019
0.000000,10,0.203213,917
0.000000,10,0.181547,866
0.000000,10,0.197814,918
0.000000,10,0.288972,1118
0.000000,10,0.190222,893
0.000000,10,0.215038,869
0.000000,10,0.194804,907
0.000000,10,0.147262,770
0.000000,10,0.184391,884
0.000000,10,0.157879,799
0.000000,10,0.257688,976
0.000000,10,0.228846,980
0.000000,10,0.167126,838
0.000000,10,0.204949,922
0.000000,10,0.220098,963
0.000000,10,0.152340,772
0.000000,10,0.204116,926
0.000000,10,0.176366,854
0.000000,10,0.176321,855
0.000000,10,0.185210,806
0.000000,10,0.183322,876
0.000000,10,0.175667,850
0.000000,10,0.201785,925
0.000000,10,0.214731,943
0.000000,10,0.156621,795
0.000000,10,0.196980,915
0.000000,10,0.145134,756
0.000000,10,0.180959,862
0.000000,10,0.186216,876
0.000000,10,0.234401,995
0.000000,10,0.147393,769
0.000000,10,0.196916,912
0.000000,10,0.190659,879
0.000000,10,0.201300,920
0.000000,10,0.210711,948
0.000000,10,0.153169,795
0.000000,10,0.195770,887
0.000000,10,0.446988,1368
0.000000,10,0.186458,876
1.000000,20,0.006045,4
1.000000,20,0.006020,4
1.000000,20,0.006080,3
1.000000,20,0.008373,4
1.000000,20,0.005983,3
1.000000,20,0.006368,4
1.000000,20,0.005989,4
1.000000,20,0.006130,4
1.000000,20,0.006178,4
1.000000,20,0.005973,4
1.000000,20,0.008812,4
1.000000,20,0.006047,3
1.000000,20,0.006214,4
1.000000,20,0.006122,4
1.000000,20,0.005970,4
1.000000,20,0.006055,2
1.000000,20,0.006213,4
1.000000,20,0.008801,6
1.000000,20,0.005977,4
1.000000,20,0.005959,4
1.000000,20,0.006110,4
1.000000,20,0.005810,4
1.000000,20,0.005994,5
1.000000,20,0.005942,4
1.000000,20,0.008830,3
1.000000,20,0.005936,2
1.000000,20,0.052276,4
1.000000,20,0.006315,4
1.000000,20,0.006106,4
1.000000,20,0.006025,4
1.000000,20,0.040507,4
1.000000,20,0.006317,4
1.000000,20,0.006023,4
1.000000,20,0.006089,3
1.000000,20,0.005886,2
1.000000,20,0.005949,4
1.000000,20,0.037170,4
1.000000,20,0.005913,2
1.000000,20,0.006119,4
1.000000,20,0.005946,2
1.000000,20,0.006007,4
1.000000,20,0.006054,4
1.000000,20,0.006107,4
1.000000,20,0.008503,4
1.000000,20,0.006241,4
1.000000,20,0.006116,4
1.000000,20,0.006043,4
1.000000,20,0.005959,4
1.000000,20,0.005945,4
1.000000,20,0.005962,2
1.000000,20,0.008494,4
1.000000,20,0.006027,4
1.000000,20,0.006080,4
1.000000,20,0.005602,4
1.000000,20,0.006070,4
1.000000,20,0.006242,4
1.000000,20,0.005937,4
1.000000,20,0.008627,4
1.000000,20,0.006277,4
1.000000,20,0.006315,4
1.000000,20,0.005925,4
1.000000,20,0.006378,4
1.000000,20,0.006201,4
1.000000,20,0.006287,4
1.000000,20,0.039400,6
1.000000,20,0.006296,3
1.000000,20,0.006092,4
1.000000,20,0.012854,4
1.000000,20,0.008520,4
1.000000,20,0.048143,4
1.000000,20,0.005883,3
1.000000,20,0.006380,4
1.000000,20,0.006129,3
1.000000,20,0.005985,4
1.000000,20,0.005906,4
1.000000,20,0.005941,4
1.000000,20,0.008903,3
1.000000,20,0.006034,4
1.000000,20,0.005791,4
1.000000,20,0.005974,4
1.000000,20,0.006072,4
1.000000,20,0.006071,4
1.000000,20,0.006037,4
1.000000,20,0.008631,4
1.000000,20,0.006005,4
1.000000,20,0.006108,4
1.000000,20,0.006021,4
1.000000,20,0.006122,4
1.000000,20,0.006102,4
1.000000,20,0.006334,4
1.000000,20,0.008776,4
1.000000,20,0.005986,4
1.000000,20,0.006118,4
1.000000,20,0.006048,4
1.000000,20,0.005977,4
1.000000,20,0.006099,4
1.000000,20,0.006008,4
1.000000,20,0.008455,4
1.000000,20,0.006074,4
1.000000,20,0.006327,4
0.500000,20,0.006123,5
0.500000,20,0.006445,6
0.500000,20,0.006129,6
0.500000,20,0.008610,5
0.500000,20,0.006119,5
0.500000,20,0.006171,6
0.500000,20,0.006868,6
0.500000,20,0.006194,6
0.500000,20,0.006145,6
0.500000,20,0.006451,6
0.500000,20,0.009021,6
0.500000,20,0.006070,5
0.500000,20,0.006320,6
0.500000,20,0.006193,6
0.500000,20,0.005951,6
0.500000,20,0.006267,4
0.500000,20,0.006191,6
0.500000,20,0.008844,7
0.500000,20,0.006179,6
0.500000,20,0.006401,6
0.500000,20,0.006014,4
0.500000,20,0.006170,6
0.500000,20,0.006128,6
0.500000,20,0.006242,5
0.500000,20,0.008436,6
0.500000,20,0.006092,4
0.500000,20,0.006394,6
0.500000,20,0.006148,6
0.500000,20,0.006187,6
0.500000,20,0.006099,6
0.500000,20,0.008729,6
0.500000,20,0.006186,6
0.500000,20,0.005857,4
0.500000,20,0.006045,5
0.500000,20,0.006055,4
0.500000,20,0.006088,6
0.500000,20,0.021145,6
0.500000,20,0.014899,4
0.500000,20,0.006191,7
0.500000,20,0.006121,4
0.500000,20,0.006246,6
0.500000,20,0.008411,4
0.500000,20,0.006016,6
0.500000,20,0.006229,6
0.500000,20,0.005999,6
0.500000,20,0.005969,6
0.500000,20,0.006067,4
0.500000,20,0.008647,6
0.500000,20,0.006029,4
0.500000,20,0.005972,4
0.500000,20,0.006053,6
0.500000,20,0.006207,6
0.500000,20,0.006339,6
0.500000,20,0.006154,6
0.500000,20,0.008563,6
0.500000,20,0.006064,4
0.500000,20,0.006083,4
0.500000,20,0.006247,6
0.500000,20,0.006132,6
0.500000,20,0.005998,5
0.500000,20,0.006049,6
0.500000,20,0.008930,4
0.500000,20,0.006219,5
0.500000,20,0.006077,5
0.500000,20,0.006171,7
0.500000,20,0.006105,5
0.500000,20,0.006150,6
0.500000,20,0.008832,6
0.500000,20,0.006093,5
0.500000,20,0.006410,6
0.500000,20,0.006145,5
0.500000,20,0.006312,6
0.500000,20,0.006139,5
0.500000,20,0.006253,6
0.500000,20,0.008822,4
0.500000,20,0.006198,6
0.500000,20,0.006299,6
0.500000,20,0.007185,6
0.500000,20,0.006191,5
0.500000,20,0.006156,4
0.500000,20,0.006225,6
0.500000,20,0.008677,6
0.500000,20,0.006221,6
0.500000,20,0.006185,4
0.500000,20,0.006299,5
0.500000,20,0.006139,6
0.500000,20,0.006380,6
0.500000,20,0.008690,6
0.500000,20,0.006111,5
0.500000,20,0.006154,6
0.500000,20,0.006283,7
0.500000,20,0.006154,4
0.500000,20,0.006249,5
0.500000,20,0.008992,6
0.500000,20,0.006095,4
0.500000,20,0.006479,6
0.500000,20,0.006110,6
0.500000,20,0.006118,4
0.500000,20,0.006165,6
0.500000,20,0.009099,5
0.250000,20,0.006542,7
0.250000,20,0.006171,9
0.250000,20,0.006381,10
0.250000,20,0.006403,8
0.250000,20,0.006334,8
0.250000,20,0.008898,9
0.250000,20,0.006838,9
0.250000,20,0.006409,8
0.250000,20,0.006486,9
0.250000,20,0.011202,10
0.250000,20,0.013339,9
0.250000,20,0.009056,8
0.250000,20,0.006381,8
0.250000,20,0.006317,9
0.250000,20,0.006344,9
0.250000,20,0.006177,6
0.250000,20,0.006366,9
0.250000,20,0.006475,10
0.250000,20,0.008817,9
0.250000,20,0.006299,8
0.250000,20,0.006305,6
0.250000,20,0.006686,8
0.250000,20,0.006894,9
0.250000,20,0.006413,7
0.250000,20,0.008846,8
0.250000,20,0.006232,6
0.250000,20,0.006391,9
0.250000,20,0.006682,9
0.250000,20,0.006309,9
0.250000,20,0.006308,9
0.250000,20,0.006164,9
0.250000,20,0.008834,9
0.250000,20,0.006131,6
0.250000,20,0.006208,8
0.250000,20,0.006209,6
0.250000,20,0.006353,10
0.250000,20,0.006340,9
0.250000,20,0.006393,6
0.250000,20,0.012051,9
0.250000,20,0.006100,6
0.250000,20,0.006140,9
0.250000,20,0.006061,6
0.250000,20,0.006182,9
0.250000,20,0.006241,9
0.250000,20,0.006184,9
0.250000,20,0.009487,8
0.250000,20,0.006075,6
0.250000,20,0.006182,9
0.250000,20,0.006162,6
0.250000,20,0.006281,6
0.250000,20,0.006361,8
0.250000,20,0.006211,9
0.250000,20,0.006222,8
0.250000,20,0.008747,8
0.250000,20,0.006276,9
0.250000,20,0.006027,6
0.250000,20,0.006252,8
0.250000,20,0.006535,9
0.250000,20,0.006233,9
0.250000,20,0.008858,8
0.250000,20,0.006582,9
0.250000,20,0.006178,6
0.250000,20,0.006302,8
0.250000,20,0.006497,8
0.250000,20,0.006521,10
0.250000,20,0.006795,8
0.250000,20,0.008872,10
0.250000,20,0.006149,9
0.250000,20,0.006254,8
0.250000,20,0.006301,10
0.250000,20,0.006541,7
0.250000,20,0.006289,9
0.250000,20,0.007553,8
0.250000,20,0.008382,8
0.250000,20,0.006241,6
0.250000,20,0.006266,8
0.250000,20,0.006296,8
0.250000,20,0.006238,8
0.250000,20,0.006257,8
0.250000,20,0.008893,6
0.250000,20,0.006257,9
0.250000,20,0.006179,9
0.250000,20,0.006373,8
0.250000,20,0.006091,6
0.250000,20,0.006413,7
0.250000,20,0.006389,9
0.250000,20,0.009222,9
0.250000,20,0.006272,8
0.250000,20,0.006187,8
0.250000,20,0.006213,9
0.250000,20,0.006346,10
0.250000,20,0.006121,6
0.250000,20,0.008704,8
0.250000,20,0.006145,9
0.250000,20,0.006206,6
0.250000,20,0.006379,9
0.250000,20,0.006192,9
0.250000,20,0.006209,6
0.250000,20,0.006224,8
0.250000,20,0.008584,8
0.125000,20,0.006573,12
0.125000,20,0.006382,12
0.125000,20,0.006364,13
0.125000,20,0.006350,13
0.125000,20,0.006365,14
0.125000,20,0.006334,14
0.125000,20,0.009394,13
0.125000,20,0.006814,14
0.125000,20,0.006457,14
0.125000,20,0.006447,15
0.125000,20,0.006599,13
0.125000,20,0.006416,11
0.125000,20,0.009227,13
0.125000,20,0.006401,12
0.125000,20,0.006588,16
0.125000,20,0.006677,12
0.125000,20,0.006668,12
0.125000,20,0.006782,15
0.125000,20,0.006558,14
0.125000,20,0.009023,12
0.125000,20,0.006580,12
0.125000,20,0.006306,11
0.125000,20,0.030378,15
0.125000,20,0.028167,12
0.125000,20,0.009318,12
0.125000,20,0.006360,11
0.125000,20,0.006450,14
0.125000,20,0.006582,16
0.125000,20,0.006341,13
0.125000,20,0.006213,12
0.125000,20,0.009111,13
0.125000,20,0.006471,12
0.125000,20,0.006610,12
0.125000,20,0.006455,13
0.125000,20,0.006818,12
0.125000,20,0.006460,16
0.125000,20,0.008949,12
0.125000,20,0.006311,11
0.125000,20,0.006696,15
0.125000,20,0.006520,11
0.125000,20,0.006443,12
0.125000,20,0.006331,12
0.125000,20,0.009092,14
0.125000,20,0.006471,12
0.125000,20,0.006518,15
0.125000,20,0.006585,14
0.125000,20,0.006327,11
0.125000,20,0.006209,12
0.125000,20,0.008846,12
0.125000,20,0.006382,12
0.125000,20,0.006576,13
0.125000,20,0.006471,12
0.125000,20,0.006680,14
0.125000,20,0.006390,12
0.125000,20,0.006508,12
0.125000,20,0.008780,9
0.125000,20,0.006521,13
0.125000,20,0.006531,15
0.125000,20,0.006391,12
0.125000,20,0.006257,11
0.125000,20,0.006686,15
0.125000,20,0.006675,12
0.125000,20,0.010823,12
0.125000,20,0.006506,13
0.125000,20,0.006837,16
0.125000,20,0.006408,13
0.125000,20,0.006436,16
0.125000,20,0.006759,12
0.125000,20,0.006328,12
0.125000,20,0.006593,15
0.125000,20,0.009102,11
0.125000,20,0.006273,12
0.125000,20,0.006429,13
0.125000,20,0.006561,11
0.125000,20,0.006618,11
0.125000,20,0.006463,13
0.125000,20,0.009436,12
0.125000,20,0.006406,13
0.125000,20,0.006579,13
0.125000,20,0.006552,12
0.125000,20,0.006324,12
0.125000,20,0.006523,12
0.125000,20,0.008827,13
0.125000,20,0.006358,12
0.125000,20,0.006540,13
0.125000,20,0.006411,12
0.125000,20,0.006419,12
0.125000,20,0.006272,11
0.125000,20,0.006370,11
0.125000,20,0.006511,13
0.125000,20,0.009128,14
0.125000,20,0.006594,11
0.125000,20,0.006454,14
0.125000,20,0.006393,12
0.125000,20,0.006672,12
0.125000,20,0.006608,15
0.125000,20,0.008717,12
0.125000,20,0.006357,12
0.125000,20,0.006859,12
0.125000,20,0.006424,13
0.062500,20,0.006872,20
0.062500,20,0.006837,20
0.062500,20,0.009358,22
0.062500,20,0.006803,21
0.062500,20,0.006842,22
0.062500,20,0.006998,23
0.062500,20,0.007026,23
0.062500,20,0.007157,25
0.062500,20,0.006837,22
0.062500,20,0.009538,23
0.062500,20,0.006980,24
0.062500,20,0.006774,19
0.062500,20,0.006940,21
0.062500,20,0.006698,19
0.062500,20,0.006988,26
0.062500,20,0.009570,19
0.062500,20,0.006761,20
0.062500,20,0.006901,23
0.062500,20,0.007115,25
0.062500,20,0.006918,20
0.062500,20,0.007067,20
0.062500,20,0.006638,18
0.062500,20,0.009505,23
0.062500,20,0.006617,19
0.062500,20,0.006691,20
0.062500,20,0.006777,18
0.062500,20,0.006923,22
0.062500,20,0.007160,26
0.062500,20,0.006906,21
0.062500,20,0.006721,20
0.062500,20,0.006992,21
0.062500,20,0.007039,21
0.062500,20,0.009211,19
0.062500,20,0.006958,21
0.062500,20,0.006777,20
0.062500,20,0.006991,26
0.062500,20,0.006826,20
0.062500,20,0.007035,19
0.062500,20,0.007127,24
0.062500,20,0.009171,18
0.062500,20,0.006626,20
0.062500,20,0.006826,20
0.062500,20,0.007179,22
0.062500,20,0.007009,20
0.062500,20,0.007165,24
0.062500,20,0.009512,23
0.062500,20,0.007083,19
0.062500,20,0.006778,20
0.062500,20,0.007601,21
0.062500,20,0.006827,20
0.062500,20,0.007298,23
0.062500,20,0.006935,21
0.062500,20,0.009451,23
0.062500,20,0.006873,20
0.062500,20,0.006898,20
0.062500,20,0.006453,14
0.062500,20,0.006856,21
0.062500,20,0.006975,23
0.062500,20,0.006822,19
0.062500,20,0.009626,19
0.062500,20,0.007111,26
0.062500,20,0.006947,20
0.062500,20,0.006867,20
0.062500,20,0.007105,21
0.062500,20,0.007593,26
0.062500,20,0.010113,21
0.062500,20,0.007241,24
0.062500,20,0.007372,20
0.062500,20,0.006908,20
0.062500,20,0.007387,23
0.062500,20,0.007337,17
0.062500,20,0.009766,19
0.062500,20,0.006692,22
0.062500,20,0.006872,18
0.062500,20,0.006760,19
0.062500,20,0.006922,22
0.062500,20,0.006756,20
0.062500,20,0.006950,21
0.062500,20,0.009316,20
0.062500,20,0.006954,21
0.062500,20,0.006806,18
0.062500,20,0.006765,19
0.062500,20,0.006769,21
0.062500,20,0.006616,19
0.062500,20,0.007004,23
0.062500,20,0.006691,20
0.062500,20,0.009440,21
0.062500,20,0.006762,19
0.062500,20,0.006908,18
0.062500,20,0.006939,22
0.062500,20,0.007338,22
0.062500,20,0.006698,18
0.062500,20,0.009362,22
0.062500,20,0.007018,19
0.062500,20,0.006985,20
0.062500,20,0.007727,23
0.062500,20,0.006603,19
0.062500,20,0.006767,21
0.062500,20,0.009558,18
0.062500,20,0.006876,21
0.000000,20,2.135509,3222
0.000000,20,1.866602,3007
0.000000,20,6.957032,5886
0.000000,20,2.229056,3278
0.000000,20,2.418733,3430
0.000000,20,2.651923,3581
0.000000,20,2.358419,3381
0.000000,20,2.112531,3249
0.000000,20,2.126968,3236
0.000000,20,2.014694,3150
0.000000,20,2.100874,3226
0.000000,20,1.879012,3040
0.000000,20,2.337854,3365
0.000000,20,1.619531,2812
0.000000,20,3.376149,4055
0.000000,20,1.897455,3045
0.000000,20,2.019661,3222
0.000000,20,2.009640,3127
0.000000,20,2.437519,3439
0.000000,20,2.302098,3366
0.000000,20,1.777097,2940
0.000000,20,1.441691,2634
0.000000,20,2.212636,3263
0.000000,20,1.890520,3041
0.000000,20,1.633248,2815
0.000000,20,1.608574,2796
0.000000,20,2.659479,3602
0.000000,20,3.315284,4011
0.000000,20,2.374740,3400
0.000000,20,1.645206,2817
0.000000,20,2.629276,3591
0.000000,20,2.153989,3225
0.000000,20,1.480286,2672
0.000000,20,2.046253,3153
0.000000,20,1.903375,3036
0.000000,20,2.210138,3270
0.000000,20,1.896182,3043
0.000000,20,1.724986,2892
0.000000,20,3.453167,4103
0.000000,20,1.837749,2994
0.000000,20,1.365202,2553
0.000000,20,1.835082,2999
0.000000,20,2.214260,3296
0.000000,20,1.719323,2957
0.000000,20,2.622012,3559
0.000000,20,2.130681,3213
0.000000,20,1.565652,2766
0.000000,20,2.213759,3289
0.000000,20,2.234482,3287
0.000000,20,2.425925,3452
0.000000,20,3.404641,4091
0.000000,20,1.896872,3044
0.000000,20,2.321658,3350
0.000000,20,2.250600,3300
0.000000,20,2.099913,3179
0.000000,20,3.147768,3944
0.000000,20,2.018452,3117
0.000000,20,2.424907,3430
0.000000,20,2.051499,3101
0.000000,20,2.026550,3038
0.000000,20,2.624818,3554
0.000000,20,2.151485,3219
0.000000,20,1.885749,3021
0.000000,20,2.144048,3221
0.000000,20,3.200155,3950
0.000000,20,2.038192,3138
0.000000,20,1.923233,3052
0.000000,20,2.100722,3165
0.000000,20,1.556158,2693
0.000000,20,1.982145,3094
0.000000,20,1.608050,2792
0.000000,20,2.400585,3444
0.000000,20,2.451476,3451
0.000000,20,1.754040,2927
0.000000,20,2.169630,3236
0.000000,20,2.381077,3400
0.000000,20,1.548856,2725
0.000000,20,2.178530,3243
0.000000,20,1.849550,2997
0.000000,20,1.859756,3003
0.000000,20,1.633443,2807
0.000000,20,1.956711,3079
0.000000,20,1.846432,2995
0.000000,20,2.148701,3256
0.000000,20,2.248080,3302
0.000000,20,1.599541,2794
0.000000,20,2.134544,3215
0.000000,20,1.465420,2642
0.000000,20,1.905670,3054
0.000000,20,1.947429,3077
0.000000,20,2.528307,3496
0.000000,20,1.499997,2686
0.000000,20,2.091347,3207
0.000000,20,2.002575,3105
0.000000,20,2.127839,3231
0.000000,20,2.265666,3309
0.000000,20,1.604507,2790
0.000000,20,1.981614,3117
0.000000,20,4.828048,4859
0.000000,20,1.959313,3083
1.000000,40,0.005732,4
1.000000,40,0.005882,4
1.000000,40,0.005907,5
1.000000,40,0.005818,2
1.000000,40,0.005840,4
1.000000,40,0.005901,4
1.000000,40,0.006031,3
1.000000,40,0.005863,4
1.000000,40,0.005847,4
1.000000,40,0.005860,3
1.000000,40,0.005820,4
1.000000,40,0.005872,4
1.000000,40,0.005843,4
1.000000,40,0.005848,3
1.000000,40,0.005759,2
1.000000,40,0.005908,4
1.000000,40,0.005931,3
1.000000,40,0.005844,4
1.000000,40,0.005760,3
1.000000,40,0.005900,4
1.000000,40,0.005741,2
1.000000,40,0.005686,4
1.000000,40,0.005831,4
1.000000,40,0.005774,5
1.000000,40,0.005848,4
1.000000,40,0.005777,4
1.000000,40,0.005828,3
1.000000,40,0.005895,4
1.000000,40,0.005698,4
1.000000,40,0.005837,4
1.000000,40,0.005926,4
1.000000,40,0.005900,4
1.000000,40,0.005757,4
1.000000,40,0.005793,4
1.000000,40,0.005812,4
1.000000,40,0.005626,4
1.000000,40,0.005931,3
1.000000,40,0.005784,4
1.000000,40,0.005910,4
1.000000,40,0.005890,4
1.000000,40,0.005850,4
1.000000,40,0.005755,2
1.000000,40,0.005900,3
1.000000,40,0.005838,3
1.000000,40,0.005791,3
1.000000,40,0.005768,4
1.000000,40,0.005794,4
1.000000,40,0.005812,4
1.000000,40,0.005772,4
1.000000,40,0.005877,4
1.000000,40,0.005930,6
1.000000,40,0.005719,4
1.000000,40,0.005803,4
1.000000,40,0.005806,5
1.000000,40,0.005885,4
1.000000,40,0.005877,4
1.000000,40,0.005748,2
1.000000,40,0.005886,6
1.000000,40,0.005832,4
1.000000,40,0.005933,3
1.000000,40,0.005745,4
1.000000,40,0.005729,4
1.000000,40,0.005865,4
1.000000,40,0.005831,4
1.000000,40,0.005836,3
1.000000,40,0.005930,4
1.000000,40,0.005840,3
1.000000,40,0.005874,4
1.000000,40,0.005631,4
1.000000,40,0.005881,4
1.000000,40,0.005901,4
1.000000,40,0.005840,4
1.000000,40,0.005818,4
1.000000,40,0.005837,3
1.000000,40,0.005817,4
1.000000,40,0.005853,3
1.000000,40,0.005877,4
1.000000,40,0.005779,2
1.000000,40,0.005820,2
1.000000,40,0.005804,4
1.000000,40,0.005810,4
1.000000,40,0.005722,3
1.000000,40,0.005838,3
1.000000,40,0.005794,2
1.000000,40,0.005803,2
1.000000,40,0.005838,2
1.000000,40,0.005808,4
1.000000,40,0.005711,2
1.000000,40,0.005729,2
1.000000,40,0.005885,3
1.000000,40,0.005841,4
1.000000,40,0.005802,4
1.000000,40,0.005741,4
1.000000,40,0.005836,3
1.000000,40,0.005639,2
1.000000,40,0.005844,4
1.000000,40,0.005804,3
1.000000,40,0.005812,2
1.000000,40,0.005835,4
1.000000,40,0.005784,4
0.500000,40,0.005813,4
0.500000,40,0.006001,6
0.500000,40,0.005878,5
0.500000,40,0.005894,4
0.500000,40,0.005834,6
0.500000,40,0.005913,6
0.500000,40,0.005946,5
0.500000,40,0.005926,6
0.500000,40,0.005862,6
0.500000,40,0.005929,6
0.500000,40,0.005990,6
0.500000,40,0.005924,5
0.500000,40,0.005939,5
0.500000,40,0.005875,5
0.500000,40,0.005913,4
0.500000,40,0.005960,6
0.500000,40,0.005890,5
0.500000,40,0.005866,4
0.500000,40,0.005878,5
0.500000,40,0.006003,7
0.500000,40,0.005860,4
0.500000,40,0.005830,4
0.500000,40,0.005850,5
0.500000,40,0.005961,5
0.500000,40,0.005899,6
0.500000,40,0.005940,6
0.500000,40,0.005961,5
0.500000,40,0.005827,6
0.500000,40,0.005908,6
0.500000,40,0.005929,6
0.500000,40,0.006180,6
0.500000,40,0.005937,6
0.500000,40,0.005790,4
0.500000,40,0.005898,6
0.500000,40,0.006576,6
0.500000,40,0.006008,5
0.500000,40,0.005908,5
0.500000,40,0.005866,6
0.500000,40,0.006048,8
0.500000,40,0.005940,6
0.500000,40,0.005844,4
0.500000,40,0.005810,4
0.500000,40,0.005896,5
0.500000,40,0.005969,5
0.500000,40,0.005898,5
0.500000,40,0.005891,4
0.500000,40,0.005870,4
0.500000,40,0.005897,5
0.500000,40,0.005901,4
0.500000,40,0.005929,6
0.500000,40,0.006003,7
0.500000,40,0.005938,4
0.500000,40,0.005855,4
0.500000,40,0.005945,6
0.500000,40,0.005889,6
0.500000,40,0.005942,6
0.500000,40,0.005972,4
0.500000,40,0.006244,7
0.500000,40,0.005938,4
0.500000,40,0.005925,5
0.500000,40,0.006009,6
0.500000,40,0.005905,4
0.500000,40,0.005890,5
0.500000,40,0.005929,4
0.500000,40,0.005893,5
0.500000,40,0.005979,6
0.500000,40,0.005896,6
0.500000,40,0.005907,5
0.500000,40,0.006237,4
0.500000,40,0.005900,5
0.500000,40,0.005987,6
0.500000,40,0.005933,6
0.500000,40,0.005948,6
0.500000,40,0.005883,5
0.500000,40,0.005911,4
0.500000,40,0.005863,6
0.500000,40,0.005923,6
0.500000,40,0.005832,4
0.500000,40,0.005857,4
0.500000,40,0.005828,4
0.500000,40,0.005951,4
0.500000,40,0.005990,5
0.500000,40,0.005891,5
